"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types unsigned int and int.","/src/gki/ulinux/gki_ulinux.cc","598","13","598","26"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types unsigned int and int.","/src/gki/ulinux/gki_ulinux.cc","599","18","599","56"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/gki/ulinux/gki_ulinux.cc","649","9","649","42"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/gki/ulinux/gki_ulinux.cc","300","22","300","32"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/gki/ulinux/gki_ulinux.cc","317","21","317","31"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ce/nfa_ce_act.cc","1463","23","1463","69"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","1392","37","1392","73"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","1024","11","1024","70"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","1058","17","1058","54"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","1075","17","1075","54"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","968","9","968","65"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","618","41","618","77"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","361","21","361","36"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","237","11","237","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","254","11","254","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","115","15","115","71"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_act.cc","125","13","125","71"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ce/nfa_ce_main.cc","181","13","181","35"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/dm/nfa_dm_act.cc","399","22","401","56"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/dm/nfa_dm_api.cc","1017","9","1017","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/dm/nfa_dm_discover.cc","2136","7","2136","65"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/dm/nfa_dm_discover.cc","2030","7","2030","65"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/dm/nfa_dm_discover.cc","1045","33","1045","49"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/dm/nfa_dm_discover.cc","840","7","841","59"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/dm/nfa_dm_discover.cc","596","7","597","56"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/dm/nfa_dm_main.cc","357","21","357","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/dm/nfa_dm_main.cc","401","59","401","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/dm/nfa_dm_main.cc","120","20","120","40"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/dm/nfa_dm_ndef.cc","251","9","251","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","2890","12","2890","20"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2807","28","2807","34"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","2727","16","2727","22"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","2567","34","2567","46"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2417","17","2417","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2388","24","2388","73"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2320","23","2320","71"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2210","26","2210","75"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","2098","25","2098","73"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1971","29","1971","77"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1640","21","1640","69"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1596","19","1597","44"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1577","9","1577","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1511","19","1511","55"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1467","57","1467","65"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1472","55","1472","63"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1475","62","1475","70"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1478","54","1478","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1381","11","1381","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1387","32","1387","61"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1297","19","1297","26"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1299","69","1299","76"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1301","19","1301","26"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","1303","19","1303","26"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","1214","18","1214","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","900","26","900","74"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","827","54","827","68"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","828","58","828","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","829","58","829","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","830","55","830","69"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","831","54","831","71"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","836","44","836","58"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","837","48","837","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","838","48","838","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","839","45","839","59"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","840","44","840","61"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_act.cc","485","30","485","76"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","441","13","441","74"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","368","21","368","71"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/ee/nfa_ee_act.cc","135","31","135","48"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","91","18","91","70"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_act.cc","80","14","80","20"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_api.cc","754","41","754","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_api.cc","736","24","736","78"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_api.cc","692","24","692","78"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_api.cc","238","22","238","39"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_api.cc","126","25","126","73"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/ee/nfa_ee_main.cc","673","22","673","42"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types unsigned int and int.","/src/nfa/ee/nfa_ee_main.cc","472","30","472","31"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/ee/nfa_ee_main.cc","392","10","392","19"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_act.cc","1826","23","1826","35"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_act.cc","1466","9","1466","79"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_act.cc","1614","13","1614","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_act.cc","1116","9","1116","74"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_act.cc","572","21","572","74"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_act.cc","487","29","487","56"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_act.cc","488","31","488","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_ci.cc","73","9","73","68"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/hci/nfa_hci_main.cc","1112","12","1112","56"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","753","18","753","38"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","754","10","754","22"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","766","23","766","43"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","767","23","767","35"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","551","15","551","69"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","234","17","234","22"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","264","17","264","22"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_main.cc","355","17","355","22"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_utils.cc","1408","22","1408","38"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_utils.cc","1415","22","1415","63"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_utils.cc","1420","22","1420","38"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/hci/nfa_hci_utils.cc","1335","29","1335","46"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/hci/nfa_hci_utils.cc","1340","29","1340","46"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/hci/nfa_hci_utils.cc","1345","29","1345","46"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned int.","/src/nfa/hci/nfa_hci_utils.cc","1350","29","1350","46"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_utils.cc","1071","21","1071","48"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_utils.cc","311","28","311","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/hci/nfa_hci_utils.cc","336","11","336","77"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_utils.cc","342","21","342","75"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_utils.cc","345","21","345","78"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_utils.cc","353","21","353","45"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned char.","/src/nfa/hci/nfa_hci_utils.cc","230","21","230","48"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","1006","11","1006","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","958","33","958","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","913","28","913","61"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","862","13","862","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","695","39","695","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","700","33","700","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","645","39","645","73"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","656","33","656","67"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","563","35","563","68"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","574","15","574","68"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","584","39","584","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","590","39","590","72"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","502","33","502","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","521","13","521","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","456","13","456","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","465","30","465","63"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","385","11","385","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","398","30","398","63"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","349","42","349","75"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","351","11","351","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","306","41","306","75"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","308","11","308","64"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","255","30","255","63"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","262","13","262","66"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_act.cc","191","29","191","62"
"Conversion changes sign","Finds conversions from unsigned to signed.","warning","Conversion between signed and unsigned types int and unsigned short.","/src/nfa/p2p/nfa_p2p_api.cc","914","8","914","31"
